ACO_Num,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Initial_Track_1,Initial_Track_2,Initial_Track_3,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Adv_Pay,AIM,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,EarnSaveLoss,Met_QPS,QualScore,Prior_Sav_Adj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,pneu_adm,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO8,ACO35,ACO36,ACO37,ACO38,ACO9,ACO10,ACO11,ACO39,ACO13,ACO14,ACO15,ACO16,ACO17,ACO18,ACO19,ACO20,ACO21,ACO42,ACO40,DM_Comp,ACO27,ACO41,ACO28,ACO30,ACO31,ACO33
A85439,"RGV ACO Health Providers, LLC","Texas, New Jersey",Renewal,2,04/01/2012,0,1,0,01/01/2016,0,0,1,1,0,9760,0.11294817,0.02,13809960,13809960,10027046,1,0.9879,835,12774,12757,122268115,108458155,0,0,0.75,0.7409,78000,9237,13060,8942,77486,8545,12929,9230,74492,9269,12895,9302,70566,7995,12500,9348,11331,1.085,1.123,1.044,1.128,1.098,1.151,1.05,1.15,1.048,1.14,1.057,1.163,1.045,1.158,1.05,1.149,223,1099,2208,6050,9572,218,1060,2239,6055,1228,3977,3193,1362,5675,4085,7838,148,43,1542,7,182,3552,2729,321,513,37,374,659,1,1924,3798,229,852,258,347,301,10,32,4,12,8,6,164,813,57,663,227,713,285,13322,7435,4901,910,75,0,0,0,0,0,50,2,16,0,0,74.48,92.14,91.37,84.53,71.07,78.14,70.35,28.14,14.42,18.49,48.62,66.52,52.6,8.44,15.61,95,100,94.93,96.98,92.17,96.67,99.51,93.51,82.49,83.96,96.77,91.25,15,69.65,11.11,76.12,90.17,93.31,96.88,96.36
A15929,"West Florida ACO, LLC",Florida,Renewal,2,04/01/2012,1,0,0,01/01/2016,0,0,1,0,0,14893,0.049904001,0.02,9042787,9042787,6602831,1,0.9934,437,12485,12738,181203648,172160861,,,0.75,0.7451,90735,10888,19866,10637,82749,10866,19626,10683,73329,11022,19735,10970,90402,9941,18866,10873,11862,1.13,1.352,1.209,1.382,1.148,1.369,1.196,1.373,1.105,1.334,1.205,1.396,1.086,1.31,1.235,1.351,112,1482,866,11443,14514,117,1485,805,12107,1597,5778,4870,2648,8529,6364,13885,426,141,127,5,309,3579,3106,114,337,66,345,1181,1,1264,4630,135,840,235,406,375,3,17,10,13,16,7,189,791,104,709,317,915,339,12174,5264,6004,870,36,0,0,0,0,0,98,4,21,0,0,83.62,91.8,90.43,86.34,59.27,76.99,72.23,22.32,15.66,19.6,57.2,79.93,67.98,11.45,14.35,90.91,99.62,90.54,81.77,76.95,95.28,99.68,85.44,82.57,81.65,97.94,76.79,6.38,50.93,13.87,56.85,79.63,91.07,94.5,91.38
A86333,"Accountable Healthcare Alliance, PC",Michigan,Renewal,2,07/01/2012,1,0,0,01/01/2016,1,0,0,0,0,6478,0.021385342,0.035043043,1454179,0,0,1,0.9409,98,10817,10702,67998887,66544707,,,0.5,0.4704,81451,8281,19821,9206,87389,8379,17762,9914,75073,8222,16909,9946,67814,9070,19768,9944,10585,1.094,1.118,1.182,1.143,1.2,1.093,1.137,1.189,1.049,1.081,1.151,1.182,1.029,1.11,1.179,1.183,42,899,253,5206,6286,39,852,259,5138,1061,2622,1762,1033,3731,2747,6141,195,17,14,8,103,3711,3288,104,291,87,217,1068,0,1831,3196,124,555,189,406,376,3,17,10,13,21,9,174,830,102,708,293,760,191,9899,5587,3685,620,7,0,0,0,0,0,28,6,7,0,0,79.55,92.64,91.4,86.62,61.13,74.22,71,31.31,15.01,19.28,65.3,91.12,72.83,13.75,14.69,85.71,90.13,52.57,66.54,59.8,78.8,92.44,37.93,70.3,71.13,92.43,83,3.13,36.79,25,46.43,81.11,83,94.37,71.35
A76034,"Coastal Carolina Quality Care, Inc.",North Carolina,Renewal,2,04/01/2012,1,0,0,01/01/2016,1,0,0,1,0,11586,0.042017313,0.02904821,4630306,4630306,2236944,1,0.9859,0,9772,9703,110199957,105569651,3083992,2236944,0.5,0.493,69791,9381,13970,7996,68449,9914,13504,8090,68908,10128,13591,8635,62960,10259,13084,8696,9362,1.012,1.099,1.093,0.984,1.036,1.193,1.108,1.012,1.042,1.126,1.104,1.075,1.009,1.183,1.155,1.1,85,932,508,9660,11277,74,909,472,9822,1251,5723,3313,1299,6524,5062,9871,1492,26,15,6,176,2925,2778,19,122,16,198,420,1,1564,3891,73,256,224,247,237,1,7,2,8,6,6,149,798,44,570,163,1067,463,12376,5319,4938,2114,5,0,0,0,0,0,27,25,14,0,0,81.38,92.37,92.63,82.21,66.64,74.65,74.12,38.65,13.96,17.43,38.64,55.06,44.8,4.91,12.21,100,99.91,85.71,89.69,90.1,85.71,98.04,82.09,90.8,93.14,90.1,87.84,0,76.81,7.24,82.07,82.8,94.92,100,95.52
A05657,"Quality Independent Physicians, LLC","Kentucky, Indiana",Renewal,2,07/01/2012,1,0,0,01/01/2016,1,0,0,1,0,9500,0.006604901,0.0304995,646859,0,0,1,0.9761,285,10586,10438,97936146,97289287,0,0,0.5,0.4881,73839,9136,17004,8706,74775,9596,17216,8294,70056,10359,19152,9050,74084,10477,18481,9376,10516,1.068,1.134,1.212,1.073,1.038,1.149,1.152,1.082,1.024,1.177,1.137,1.089,1.061,1.164,1.195,1.102,88,1152,525,8241,9251,81,997,463,7710,1306,4198,2735,1261,5269,4231,8324,931,13,22,3,207,3287,2882,89,267,72,183,1175,0,2087,3086,159,560,315,349,323,2,15,9,14,12,10,183,829,118,708,233,859,307,10936,5197,3875,1841,23,0,0,0,0,0,39,0,16,0,0,85.67,94.14,93.68,84.37,66.86,79.08,73.77,36.42,14.82,18.26,58.33,87.14,67.2,9.39,19.12,54.55,91.82,88.01,81.53,87.1,91.57,95.96,85.2,85.49,82.73,93.12,86.8,9.09,54.27,8.54,58.54,80.37,93.68,96.3,81.86
A53334,"Physicians Healthcare Collaborative, LLC",North Carolina,Renewal,2,01/01/2013,1,0,0,01/01/2016,1,0,0,0,0,13281,-0.042874099,0.028031006,-4274390,0,0,1,0.9772,15,7703,7811,99696316,103970706,,,0.5,0.4886,63493,7738,9939,6962,65917,8627,12068,7074,65130,8134,12679,7109,64524,8422,11011,7604,8033,0.991,1.063,0.929,0.928,1.007,1.043,0.969,0.947,1.03,1.056,0.962,0.918,0.981,1.031,0.953,0.909,79,1284,329,10672,12943,61,1229,310,11342,1814,7323,3246,898,7369,5912,11324,1568,37,36,15,301,2430,2271,3,143,21,143,236,0,1382,3329,62,283,272,224,214,0,6,3,9,6,5,129,784,28,477,141,667,308,9711,3399,4021,2258,33,0,0,0,0,0,62,66,34,0,0,81.96,93.72,93.29,84.31,63.37,77.16,75.28,33.52,14.58,17.23,53.24,68.11,57.49,7.16,13.6,92.86,95.28,77.12,73.05,87.74,94.95,95.71,66.42,84.53,86.38,86.08,90.51,N/A,47.43,5.53,48.22,74.81,89.69,94.96,78.7
A51279,"Optimus Healthcare Partners, LLC",New Jersey,Renewal,2,04/01/2012,1,0,0,01/01/2016,1,0,0,0,0,26913,0.042336248,0.024308677,12746800,12746800,6005894,1,0.9616,174,11485,11440,301084788,288337988,,,0.5,0.4808,118134,9592,16282,9182,110375,10442,15416,9435,97269,10808,17253,9531,96684,11597,14934,9570,10999,1.085,1.07,1.071,1.034,1.088,1.065,1.074,1.058,1.06,1.077,1.083,1.048,1.082,1.075,1.037,1.067,236,3089,2446,21464,26215,222,2843,2299,20850,3796,12468,7250,3399,15898,11015,20721,3034,640,1369,22,1127,3318,2926,143,207,98,157,1160,1,1761,4283,100,367,199,287,265,3,10,8,11,8,4,169,830,90,573,213,684,288,12263,5873,5941,443,5,0,0,0,0,12,140,40,15,0,0,77.77,93.55,92.28,82.03,63.58,75.18,72.58,21.3,14.91,18.34,51.94,74.5,55.65,8.29,14.11,80,86.72,63.26,69.75,68.75,86.66,95.07,65.05,56.63,64.09,90.57,66.95,6.25,44.6,16.28,51.86,76.46,80.86,89,73.83
A34178,MissionPoint Health Partners,Tennessee,Renewal,2,07/01/2012,1,0,0,01/01/2016,0,0,1,0,0,33109,0.005263702,0,1638485,1638485,1074592,1,0.8923,108,9603,9534,311280070,309641585,,,0.75,0.6692,74909,8766,16494,8202,69134,8931,16734,8235,71436,9291,15943,8557,71906,9335,17827,8654,9553,0.992,1.114,1.1,1.048,1.003,1.129,1.086,1.046,0.954,1.151,1.038,1.05,0.975,1.146,1.112,1.039,154,3030,1337,22179,32415,212,3529,1451,27223,3772,15541,9731,4065,19254,13855,28984,3351,142,75,18,539,3009,2653,48,211,123,284,808,0,1465,3264,158,593,234,328,303,1,11,13,12,11,10,171,762,79,665,219,852,341,9688,3767,4334,1538,51,1,3,2,0,8,420,400,215,4,1,79.82,94.34,94.22,85.89,60.56,73.6,70.88,32.6,15.12,17.94,60.4,77.5,66.57,11.06,13.39,85.45,96.31,51.45,75.27,74.5,74.32,48.24,23.44,61.33,60,78.85,75.62,0,35.1,16.23,40.07,64.91,87.98,95.45,87.1
A24802,NewHealth Collaborative,Ohio,Renewal,2,07/01/2012,1,0,0,01/01/2016,1,0,0,0,0,20620,0.020311228,0.024937998,3625113,0,0,1,0.904,166,8950,8911,178478257,174853144,,,0.5,0.452,66461,8557,13817,7395,67738,8333,14242,7569,63492,8301,13998,8014,68974,8251,13109,7991,8768,1.043,1.139,1.132,1.071,1.036,1.126,1.133,1.085,1.022,1.089,1.075,1.076,1.027,1.116,1.041,1.064,183,3820,937,16120,19941,167,3259,878,15638,4177,9142,4902,2399,11453,9167,18501,1517,86,24,8,484,2811,2390,105,273,71,271,576,8,2034,2534,120,407,194,319,286,3,18,12,14,11,5,152,765,58,864,223,679,212,8873,4038,3847,984,4,0,0,0,0,9,335,485,126,2,15,77.12,89.98,90.17,80.57,56.26,73.24,70.7,20.17,14.04,18.06,51.45,71.38,58.1,9.88,16.07,92.86,73.45,62.05,70.46,70.15,60.63,90.72,55.65,53,66.41,84.67,73.23,0,38.61,16.89,43.16,71.93,83.07,86.74,84.21
A01714,Essentia Health,"Minnesota, Wisconsin, North Dakota",Renewal,2,07/01/2012,1,0,0,01/01/2016,0,0,1,0,0,27543,0.002567171,0.01,721598,0,0,1,0.9434,0,10476,10350,281086919,280365321,,,0.75,0.7075,79471,8813,14986,8860,73164,9011,14334,8837,81960,9648,15222,9340,79811,9687,14893,9617,10450,1.051,1.052,1.038,1.068,1.017,1.05,1.061,1.077,1.041,1.065,1.084,1.108,1.085,1.086,1.084,1.096,184,5935,1808,19691,26830,182,5947,1735,18966,6212,9333,7542,4456,15069,12474,26365,164,56,41,587,330,3658,3411,24,137,102,300,893,0,3332,1940,134,240,250,322,307,1,6,8,13,7,11,170,803,80,912,149,672,219,8232,3299,2460,2003,469,17,0,15,0,24,461,798,331,3,15,80.31,92.64,91.94,80.31,65.59,73.38,73.13,20.75,14.17,16.33,49.72,70.13,58.19,7.22,12.71,96.01,94.74,97.85,55.56,90.48,70.63,99.51,92.6,73.19,77.74,38.62,87.03,13.77,45.45,11.86,52.57,82.52,92.55,95.13,86.17
A33196,"Allcare Options, LLC",Florida,Renewal,2,07/01/2012,1,0,0,01/01/2016,1,0,0,0,0,8705,-0.024462353,0.031294294,-3236796,0,0,1,0.9488,386,15801,15375,132317423,135554219,,,0.5,0.4744,82923,11763,19481,10798,82163,12386,18771,11391,85371,14550,22749,11464,102748,14268,24433,11832,16188,1.082,1.284,1.157,1.232,1.087,1.297,1.122,1.251,1.119,1.42,1.233,1.232,1.17,1.433,1.326,1.23,136,1606,1173,4651,8374,164,1696,1387,5127,2073,3269,2139,1224,5038,3667,6987,1181,96,244,7,190,5180,4161,429,377,300,449,2329,0,2462,4836,267,970,327,541,477,10,19,35,13,20,8,213,805,185,1125,423,1067,319,13851,5647,5117,2126,961,0,45,0,0,0,131,71,100,0,0,78.04,92.21,91.74,82.67,59.77,76.45,69.47,30.26,15.43,18.64,63.66,89.54,74.33,11.98,13.65,80,99.04,82.7,50.88,60.59,81.92,94.59,76.23,50.25,63.32,84.22,70,14.29,30.56,21.73,35.14,67.02,80.24,92.86,73.72
A05273,"Accountable Care Coalition of Texas, Inc.",Texas,Renewal,2,04/01/2012,1,0,0,01/01/2016,1,0,0,0,0,5308,0.059919285,0.038075075,3557347,3557347,1568097,1,0.8996,277,11492,11692,59368988,55811640,,,0.5,0.4498,75844,11479,11907,8446,77156,10677,11157,8061,84405,11759,11807,8425,82149,10942,10949,8383,10803,0.972,1.156,0.889,1.099,1.016,1.137,0.874,1.078,0.98,1.214,0.888,1.1,1.038,1.135,0.908,1.086,140,883,632,3713,5166,122,678,696,3670,947,2434,1405,522,2960,2348,3599,674,258,552,6,219,3724,2836,506,425,38,102,124,0,1918,3431,185,1327,289,337,291,19,22,5,12,11,8,196,696,16,647,223,733,288,9173,3835,5105,224,9,0,0,0,0,0,32,29,5,0,0,80.18,93.67,92.71,83.33,59.06,73.51,73.02,32.9,14.81,17.98,50.34,82.23,56.72,10.37,12.59,52.78,85.27,49.92,70.64,62.05,71.19,85.67,49.82,56.46,50.83,90.03,71,0,32.06,23.69,38.68,70.95,74.61,90.91,82.91
A65596,"Integrated Care Alliance, LLC",Florida,Renewal,2,07/01/2012,1,0,0,01/01/2016,1,0,0,0,0,6419,-0.007580192,0.035161161,-494922,0,0,1,0.9476,0,10432,10355,65291477,65786399,,,0.5,0.4738,86121,8113,14961,8172,81434,8796,13891,8764,92183,9313,17667,9269,90890,10004,16809,9054,10511,1.049,1.022,1.006,0.997,1.034,1.059,0.941,1.025,1.009,1.056,1.02,1.041,1.096,1.112,1.033,1.027,64,887,371,4886,6259,67,839,370,4984,1095,3057,1713,554,3656,2763,5541,624,42,90,1,121,3133,2817,149,162,44,189,851,0,1226,4293,110,682,249,352,332,4,9,7,11,14,6,191,823,72,628,265,975,347,11564,4654,6419,431,61,0,0,0,0,0,27,52,21,0,0,77.81,93.99,92.84,83.38,63.31,75.44,70.93,27.09,15.12,19.78,61.07,79.78,68.65,10.09,16.02,92.59,60.89,78.68,66.37,77.42,81.05,98.01,72.05,60.22,61.57,70.61,77.91,7.06,29.08,21.51,35.46,83.6,86.52,94.92,86.32
A27119,"Accountable Care Coalition of Northwest Florida, LLC","Florida, Alabama",Renewal,2,07/01/2012,1,0,0,01/01/2016,1,0,0,0,0,8567,-0.036831924,0.031432432,-3120402,0,0,1,0.8627,0,10244,10123,84720042,87840444,,,0.5,0.4314,71147,7880,12484,8053,76270,8900,13190,8218,67182,10090,14517,9125,71916,10137,14697,9477,10621,0.996,1.038,0.958,1.059,0.962,1.09,1.045,1.09,1.031,1.148,1.08,1.124,0.993,1.113,1.057,1.126,71,1365,660,5884,8271,84,1308,643,6235,1700,3685,2261,921,4897,3670,7160,1074,121,16,19,177,3051,2697,170,126,78,344,606,0,2232,3549,144,668,313,378,350,5,7,16,14,15,11,163,775,75,886,286,903,424,10672,3805,4590,1465,812,0,5,1,0,0,39,37,23,0,0,79.52,93.3,92.49,83.24,57.26,76.04,68.41,26.1,14.18,17.17,62.03,89.31,66.63,11.03,17.65,39.29,99.05,69.53,49.6,50.9,82.48,89.09,36.84,42.04,55.61,83.94,58.46,0,34.52,27.38,43.15,65.07,78.63,75,64.54
A99401,"Accountable Care Organization of the North Country, LLC",New York,Renewal,2,04/01/2012,1,0,0,01/01/2016,1,0,0,0,0,9778,-0.020710152,0.030221221,-1741386,0,0,1,0.9684,0,8844,8879,84083672,85825057,,,0.5,0.4842,81177,7633,11583,8011,69959,7987,11795,7929,59044,8430,12606,8116,68051,9366,12473,8228,9027,1.031,0.998,1.07,1.074,1.057,0.979,1.073,1.082,1.05,0.985,1.077,1.083,1.025,0.992,1.077,1.058,32,1726,918,6800,9507,33,1655,886,6934,1994,4028,2543,1213,5378,4400,9487,34,19,10,56,172,3144,3033,3,54,68,111,452,0,2810,2014,167,246,341,307,298,0,2,7,13,16,13,180,812,49,872,226,744,260,9441,4642,3324,998,478,2,3,0,0,2,52,70,29,2,0,74.43,93.38,92.48,83.49,59.58,77.85,74.98,15.14,15.44,16.45,55.52,83.72,63.18,9.45,14.26,79.49,94.12,93.13,80.22,83.46,72.12,97.41,80.23,80.97,78.26,83.65,83.12,2.38,56.92,8.3,60.08,78.48,88.72,100,77.65
A92107,Central Maine ACO,Maine,Renewal,2,07/01/2012,1,0,0,01/01/2016,1,0,0,0,0,13558,-0.018924941,0.027864773,-2302014,0,0,1,0.9871,42,9188,9039,121639185,123941200,,,0.5,0.4936,74714,7780,10143,7358,68054,7896,10726,8068,69857,8063,12093,8256,68143,8416,12188,8389,9362,0.984,0.966,0.895,1.039,1.007,0.937,0.879,1.026,1.005,0.956,0.894,1.029,0.973,0.954,0.905,1.03,75,3382,2289,8084,13239,80,3173,2114,7872,3490,4743,3659,1666,7687,5871,13227,41,32,22,12,224,2692,2479,6,148,62,268,704,0,3176,2006,136,408,242,283,267,0,8,7,11,11,10,147,804,56,936,151,634,241,8508,3355,3091,1273,789,2,3,3,0,8,163,288,87,1,0,84.88,94.23,93.59,81.16,67.91,76.98,74.52,27.82,13.68,16.93,45.99,75.8,58.88,7.4,14.67,99.49,96.1,82.52,90.16,87.1,90.73,99.6,73.19,75.4,85.48,92.74,86.4,6.98,75,15.32,86.29,84.27,91.53,95.29,91.57
A18256,"Accountable Care Coalition of Southeast Wisconsin, LLC",Wisconsin,Renewal,2,04/01/2012,1,0,0,01/01/2016,0,1,0,0,0,11471,0.079142868,0,13366523,13366523,7832722,1,0.9966,534,15449,15402,168891062,155524539,,,0.6,0.598,90616,10249,17610,12063,86568,10552,17303,11995,87199,11144,16051,12340,84076,10727,16247,11502,14226,1.09,1.206,1.125,1.243,1.11,1.181,1.125,1.242,1.086,1.206,1.1,1.216,1.1,1.155,1.091,1.198,277,3035,2497,5553,10932,281,2836,2450,5366,3444,3826,2481,1720,6456,5015,7303,2655,508,598,33,374,5018,4433,377,262,66,714,2020,0,2910,3334,265,378,244,495,463,9,13,10,18,17,10,219,777,177,1180,387,875,225,10323,4715,3557,1419,633,0,9,0,0,0,137,61,86,0,1,84.55,94.01,93.4,87.09,64.37,78.39,70.59,31.35,14.7,19.1,66.94,90.86,74.98,12.86,18.39,62.5,88.15,66.17,68.41,72.98,77.61,83.88,62.55,47.85,49.5,85.61,77.11,0,29.84,26.35,37,67.45,88.7,86.73,73.86
A70756,"Accountable Care Coalition of Coastal Georgia, LLC","Georgia, South Carolina",Renewal,2,04/01/2012,1,0,0,01/01/2016,1,0,0,0,0,9196,0.047937995,0.030803804,4297991,4297991,1969709,1,0.9353,0,10050,10154,89657291,85359300,,,0.5,0.4676,71129,10081,17382,7862,70751,11016,17427,8254,67329,10006,16824,8336,68247,9822,14126,8136,9569,1,1.147,1.113,1.007,0.994,1.148,1.168,1.04,0.961,1.13,1.076,1.035,0.908,1.052,1.078,1.036,140,1095,520,7143,8921,135,1067,474,7244,1487,4461,2288,960,4961,4235,6504,2361,108,34,6,183,2800,2316,71,319,104,300,670,0,1752,3518,182,365,256,307,275,2,18,11,9,9,6,150,771,55,645,177,770,406,11115,5504,4968,625,19,0,0,0,0,0,44,41,14,0,0,79.39,92.37,91.29,86.81,61.88,69.82,72.1,27.18,14.46,17.72,51.51,69.33,58.24,7.38,13.55,100,97.11,70.39,82.6,74.57,79.09,97.91,66.23,64.54,80.81,92.37,87.01,2.78,61.52,12.24,67.93,75.98,88.76,84.21,68.09
A55129,"Oakwood Accountable Care Organization, LLC",Michigan,Renewal,2,07/01/2012,1,0,0,01/01/2016,1,0,0,0,0,13603,0.084008105,0.027837768,14060691,14060691,6606418,1,0.9589,518,12719,12326,167373026,153312335,,,0.5,0.4794,83518,9805,17031,10538,89815,10330,16238,10097,87237,10700,19142,10555,86357,10489,17529,10356,11650,1.057,1.144,1.069,1.239,1.056,1.147,1.08,1.233,1.036,1.137,1.142,1.225,1.088,1.184,1.117,1.232,124,2584,773,9612,13160,131,2650,935,9444,3221,5289,3260,1833,8078,5525,11465,1524,166,91,14,343,4149,3611,254,257,121,178,954,0,2280,3441,152,658,234,451,415,7,15,13,16,18,11,205,796,100,858,344,858,251,10422,5298,4518,600,7,0,0,0,0,8,174,269,48,0,0,75.09,91.89,90.96,82.56,62.41,75.83,72.24,30.3,15.46,19.46,64.18,97.23,72.03,10.91,15.26,94.12,78.8,83.6,66.67,64.4,86.9,97.22,64,63.49,70.16,89.68,79.84,0,39.92,16.13,47.18,70.92,88.97,86.15,82.26
A09897,"Accountable Care Coalition of The Tri-Counties, LLC",South Carolina,Renewal,2,07/01/2012,1,0,0,01/01/2016,1,0,0,0,0,6107,0.148531516,0.035785786,9623259,9623259,4532348,1,0.9612,166,10879,11228,64789340,55166081,,,0.5,0.4806,95780,9985,16211,10698,90048,10624,18987,10472,83666,9420,12761,8870,81449,8376,18141,8299,9263,1.073,1.101,1.113,1.121,1.032,1.054,1.167,1.104,0.989,1.092,1.057,1.071,0.996,1.007,1.091,1.029,54,798,250,4616,5956,63,723,110,5060,945,2944,1586,632,3531,2576,4155,1811,41,9,1,90,2604,2221,55,233,112,287,479,0,1618,3590,146,485,286,268,243,2,13,11,10,8,5,154,747,44,756,171,787,265,10417,4957,4768,656,36,0,0,0,0,0,24,3,6,0,0,80.63,94.41,92.62,85.02,63.9,79.1,69.34,37.33,14.58,18.41,49.31,73.74,54,8.09,13.69,85,98.22,36.11,60.16,59.92,72.69,83.67,32.13,64.26,55.6,90.04,82.14,0,38.71,18.95,45.97,61.89,74.51,82.05,64.06
A67345,"WellStar Health Network, LLC",Georgia,Renewal,2,07/01/2012,1,0,0,01/01/2016,1,0,0,0,0,44742,-0.001242953,0.022525718,-556200,0,0,1,0.883,162,10273,9982,447482458,448038657,,,0.5,0.4415,87594,9199,14984,8203,80486,9518,14179,8136,78736,9726,14132,8377,82148,10057,15460,8690,10285,1.004,1.107,1.048,1.052,0.99,1.084,1.028,1.058,0.997,1.093,0.994,1.027,0.982,1.11,1.022,1.061,561,4747,1912,33099,43561,672,4780,2008,36101,6660,21575,11884,4623,26200,18542,36398,6668,414,283,30,949,2998,2748,105,126,56,279,601,0,2172,3692,260,433,259,316,300,2,6,8,17,11,11,180,766,59,751,231,862,336,10213,3411,5653,1141,8,0,0,0,0,10,368,874,292,8,8,83.17,93.43,92.31,87.38,57.53,74.65,72.06,29.59,14.89,19.31,50.82,69.82,58.69,11.53,20.66,84.96,98.95,48.3,65.27,60.8,53.75,95.29,23.23,52.12,58.96,80.95,79.08,21.43,45.04,22.14,53.05,67.7,95.69,95.71,90.65
A64629,"Florida Medical Clinic ACO, LLC",Florida,Renewal,2,07/01/2012,1,0,0,01/01/2016,1,0,0,0,0,15394,0.018525365,0.026842369,2812095,0,0,1,0.9934,0,10129,9931,151797012,148984917,,,0.5,0.4967,73364,9070,14815,8997,81030,9497,17070,8657,80563,9448,15514,8924,66804,9674,15639,9292,9942,1.065,1.159,1.065,1.105,1.04,1.136,1.087,1.111,1.072,1.14,1.137,1.123,1,1.126,1.171,1.139,88,1393,418,11825,14986,112,1431,433,13010,2056,7462,4288,1588,8954,6440,14047,658,109,213,10,357,2671,2374,132,159,39,133,433,0,1427,4579,70,531,287,278,260,4,8,6,11,9,5,152,823,44,584,191,746,339,12088,4218,6891,953,26,0,0,0,0,1,68,118,63,0,0,76.89,92.79,91.22,84.1,62.05,76.59,70.64,25.12,14.39,17.95,43.92,62.69,51.43,8.1,19.26,92.96,83.01,75.89,75.42,75.66,82.33,98.5,63.42,72.35,81.78,74.56,77.55,0,64.43,5.53,68.38,74.62,84.06,92.45,75.56
A82596,"Accountable Care Coalition of Mount Kisco, LLC","New York, Connecticut",Renewal,2,04/01/2012,1,0,0,01/01/2016,1,0,0,0,0,23962,-0.000845206,0.024603787,-183058,0,0,1,0.896,0,9222,9080,216584282,216767340,,,0.5,0.448,87128,8224,13287,8368,78950,9108,13355,8546,90057,9386,14790,8454,95102,9761,14702,8691,9230,1.067,0.961,1.062,1.021,1.02,0.968,1.018,1.04,0.98,0.942,1.015,1.012,1.103,0.965,1.001,1.031,79,1772,774,19829,23485,75,1807,701,20901,2531,11227,7059,3145,13775,10187,22103,602,139,139,9,970,2916,2733,6,127,58,86,500,0,1536,3874,80,319,136,250,239,1,6,4,9,8,7,159,839,44,546,185,714,349,10551,3322,6290,927,13,0,0,0,0,0,140,296,50,2,0,76.7,94.75,93.62,84.55,56.4,75.8,74.11,17.18,15.19,18.29,49.44,80.41,61.63,9.8,15.18,100,98.04,20.55,74.7,73.9,66.41,94.91,14.92,60.08,70.16,87.1,84,0,36.55,14.86,43.37,72.69,67.07,94.78,71.13
