ACO_Num,ACO_NAME,Start_Date,Track2,Adv_Pay,Int_Pmt,Adv_Pay_Amt,QualScore,QualPerfShare,FinalShareRate,MinLossPerc,MinSavPerc,ABtotBnchmk,ABtotExp,BnchmkMinExp,EarnShrSavings,OweLosses,N_AB,N_AB_Year,N_AB_Year_ESRD,N_AB_Year_DIS,N_AB_Year_AGED_Dual,N_AB_Year_AGED_NonDual,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,Per_Capita_Exp_ALL_ESRD,Per_Capita_Exp_ALL_DIS,Per_Capita_Exp_ALL_AGDU,Per_Capita_Exp_ALL_AGND,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,pneu_adm,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY
A16366,"Accountable Care Network of Florida, LLC",1/1/2013,0,0,,,1,0.5,0.5,,0.032616617,74055705.4,72499231.42,"1,556,474",0,,7691,7480.583333,23.08333333,435.9166667,127.8333333,6893.75,723,3157,2517,1294,4533,3158,7407,107,30,31,9,107,62164.39462,9121.95633,12860.03019,9493.224537,2357.664879,1966.589521,60.3454315,342.5519353,37.47501512,291.0172581,651.0208988,0,4606.069093,81.62538969,764.6734692,230.6105395,263.6158054,235.4094489,1.470473559,21.12134749,5.614535408,8.020764869,7.352367797,6.015573652,115.7432803,800.3291278,61.62621008,472.824089,199.0486482,654.2270545,294.7631089,13152.71759,4559.002752,6821.526842,1759.755812,12.43218555,0,0,0,0,0,52,102,7,0,0,0.98358564,1.093038091,1.055829659,1.062222805,0.98683121,1.106406189,1.040657706,1.063781526,1.097793085,1.140504613,0.998952236,1.047832943,1.002752017,1.096141353,0.983115594,1.05840707
A54859,"Keystone Accountable Care Organization, LLC",1/1/2013,0,0,,,1,0.5,0.5,,0.032876877,57368283.66,56049114.27,"1,319,169",0,,7561,7348,27,1093.416667,367.25,5860.333333,1327,3047,2083,1104,4504,3057,7387,50,17,23,5,79,64246.93472,6515.25938,9734.623797,7442.496999,2483.522796,2070.003493,11.45360313,331.1169139,73.28317997,151.9886672,643.8221122,0,2154.96979,125.4035444,279.4244043,266.362822,267.419706,238.8405008,0.816548721,19.86935221,7.893304301,11.9760479,6.940664126,6.532389766,134.0659341,758.2417582,66.14044638,724.6869897,198.1491562,631.8726184,204.8176375,8391.126837,2134.86663,3196.243876,912.6292869,2147.387044,0,6,1,0,0,44,172,21,1,0,0.978700819,0.909290451,0.982459362,1.053565373,0.968246259,0.910499852,1.001999756,1.008818446,0.96760284,0.985195284,0.945776352,1.028035208,1.031244122,0.974409517,0.944667449,1.03322066
A30316,NATURE COAST ACO LLC,1/1/2013,0,1,,1435480,1,0.5,0.5,,0.035327327,77038332.89,78417234.78,"-1,378,902",0,,6336,6106.833333,30.41666667,794.0833333,332.0833333,4950.25,981,2537,1871,947,3378,2958,5985,163,51,35,3,99,95721.41788,10634.81763,16736.23871,12424.21109,3726.627124,3329.714341,76.65724462,272.4974934,89.78221156,934.7152652,2121.82966,0,3698.407805,171.5701985,762.8285878,253.286924,432.3026118,404.9561966,1.965011872,13.26383014,12.11757321,13.91883409,13.7550831,8.515051445,150.4389465,807.6616121,204.0337327,746.3770094,315.5481564,760.1320925,252.6677765,12743.26574,795.6660572,5498.266969,783.384733,5665.947982,0,0,12,0,0,15,0,1,0,0,1.008525922,1.125479041,1.030202791,1.093659019,0.998195847,1.079132259,1.099615165,1.133358591,1.045683843,1.185074611,1.085271099,1.175930421,1.080733041,1.147350914,1.103044506,1.223972025
A84785,"MCM ACCOUNTABLE CARE ORGANIZATION, LLC",1/1/2013,0,0,,,1,0.5,0.5,,0.032804805,118672600.9,121217932.6,"-2,545,332",0,,7597,7326.916667,69.16666667,596.1666667,330.5,6331.083333,807,2522,2619,1649,4341,3256,6998,355,47,96,1,100,83088.60977,13768.87959,19663.81603,15915.68566,4594.926165,4033.698867,261.4493572,325.3737597,67.97125777,736.4793914,2253.469566,0,5861.541714,203.8935326,1501.746514,355.6548062,495.2970213,461.9951549,6.278220716,18.15224685,8.871398838,23.61156921,21.70080639,17.19686544,172.6224784,821.037464,206.0894192,839.6437792,391.4334133,963.2974307,415.1814656,16673.45291,7046.893304,8782.2754,828.4521684,15.83203485,0,0,0,0,0,36,4,2,0,0,1.104479046,1.297170707,1.115029226,1.306792951,1.043024653,1.264496816,1.121400466,1.341361766,1.089275674,1.311775538,1.187045605,1.371773625,1.121253616,1.322755888,1.205400007,1.391012297
A82661,"Meritage ACO, LLC",1/1/2013,0,0,,,1,0.5,0.5,,0.026160232,155156360.7,157794190,"-2,637,829",0,,17099,16613.25,61.41666667,1104.583333,682.3333333,14764.91667,1787,8259,4456,2597,9715,7384,15874,208,251,195,17,554,99031.91642,9917.00052,13293.0092,8918.950643,3005.67687,2795.938584,108.6139316,81.09849601,70.28341799,346.3314651,1112.450806,0.915607,3083.736825,107.4131604,454.1074892,151.7506811,209.8325132,199.5997171,2.046559222,3.130031752,5.056205138,6.801799768,2.648488405,5.417362647,115.7477917,777.6424002,62.35986336,525.9657201,146.9911065,527.4705431,311.5585451,9168.344544,3803.22935,5001.18881,223.255534,140.6708501,0,1,0,0,0,133,297,17,1,1,0.998580409,0.868790885,0.943178408,0.920645038,1.021342527,0.945993744,0.949463963,0.897343371,1.032128057,0.975269719,0.962632131,0.90207319,1.051484562,1.04098327,0.98436413,0.899841346
A13613,"Accountable Care Network of New Jersey, LLC",1/1/2013,0,0,,,1,0.5,0.5,,0.02795059,143561323.3,149634118.3,"-6,072,795",0,,13415,12977.58333,85.75,1680.083333,617.6666667,10594.08333,2259,5900,3409,1847,7930,5485,11890,1192,57,61,3,212,93611.96036,9968.22822,21017.39707,10560.3939,3906.980666,3506.281897,121.1518198,271.5921848,87.82181107,365.6722325,1360.325655,0,4170.966697,178.4550638,468.6822281,263.0589086,394.8346829,370.407947,2.003454675,15.56530171,6.857979465,15.95058145,15.7194136,12.17483995,170.6864564,815.5019584,131.8427288,722.9389139,319.3198528,882.2906165,331.109413,10780.66666,4592.457507,5246.816626,933.8410464,7.551483006,0,0,0,0,0,92,80,43,1,1,1.001725557,1.024138443,1.159399859,1.06567432,1.046733061,1.021347253,1.267493785,1.080809903,1.030594951,0.99570383,1.248252394,1.088824428,1.008514817,1.048983523,1.23607141,1.064218143
A76577,"UW Health ACO, Inc.",1/1/2013,0,0,,,1,0.5,0.5,,0.024193173,216698975.8,222156240.8,"-5,457,265",0,,28068,27130.16667,177.75,4369.916667,792.25,21790.25,5784,12398,6636,3250,16301,11767,26325,776,249,92,51,575,76973.64526,8561.977908,10038.04214,7485.293031,2681.622398,2447.520494,101.1157957,83.08529026,92.0760154,452.3136724,730.8439679,0,1834.26949,94.61714377,247.3712075,263.6069353,261.4336526,243.926112,2.764348505,4.680963468,10.06222856,8.993347135,4.975827308,7.224164092,128.0120482,763.2530121,67.00780775,604.360299,169.1781285,591.496864,219.5629872,6980.827707,2830.840301,2960.432958,1184.283757,5.270691149,0,0,0,0,0,327,1285,202,2,1,1.046769654,1.15851086,0.930585859,0.986100773,1.062235311,1.151218607,0.985552584,0.960340914,1.057704706,1.116042454,0.986450349,0.952192878,1.07811353,1.12952392,1.002906677,0.95931345
A66307,"A.M. Beajow, M.D. Internal Medicine Associates ACO, P.C",1/1/2013,0,0,,,1,0.5,0.5,,0.036234234,70912014.83,67555872.95,"3,356,142",1644509.52,,5921,5765.583333,43.83333333,390.0833333,145.4166667,5186.25,604,2750,1927,640,3359,2562,5039,457,159,57,7,202,81323.39665,15162.04631,21729.40799,10588.94534,4498.668397,3005.106077,518.6296415,1025.730716,205.844629,333.3192391,971.0174294,0,4520.023338,104.1856987,729.6546217,255.1511622,316.3600098,244.7280559,10.92690823,48.5640366,12.14100915,9.712807319,7.111162502,8.84559238,133.3739342,733.2521316,61.74570367,533.8575166,232.7604897,765.4039054,389.3795077,11416.1909,4510.038013,6142.830301,759.8537298,3.468859757,0,0,0,0,0,23,14,4,1,0,1.091599938,1.314319126,1.296803726,1.105257124,1.04753069,1.513567875,1.233556063,1.127980954,1.00039285,1.411244485,1.201369181,1.123384652,1.085289294,1.449442565,1.27984523,1.116722289
A71035,"Accountable Care Network of Texas, LLC",1/1/2013,0,0,,,1,0.5,0.5,,0.023585053,299856158.5,299698024.2,"158,134",0,,34149,33142.08333,375.5,5673.416667,1613,25480.16667,7364,15148,8750,2887,19394,14755,28334,3891,338,923,51,612,60086.92741,9633.78371,12306.81168,7952.38231,2643.85296,2323.246464,126.9178056,169.8457247,55.93863015,204.05676,413.8318274,2.831226098,2018.401449,118.1959942,739.2482054,294.1710818,283.446273,259.3982977,3.258696773,10.13816774,10.56059139,11.2244,6.638086019,7.48293333,152.3473109,769.9407475,48.33733546,776.112948,203.2159515,737.0991061,249.1997838,8534.707887,3988.403465,3280.451591,1230.852013,35.00081719,0,0,0,0,0,491,1007,4,0,0,0.982893786,1.138715211,1.015455946,0.96962206,0.960326762,1.108833841,1.028385776,0.982156261,0.953647643,1.104540928,1.02249809,0.986946218,0.975154551,1.125238357,1.017297031,1.00197872
A97296,"Accountable Care Coalition of New Mexico, LLC",1/1/2013,0,0,,,1,0.5,0.5,,0.037276276,33701375.41,34719600.9,"-1,018,225",0,,5574,5434.5,34.41666667,1204.583333,417.9166667,3777.583333,1468,2524,1200,382,2917,2657,4730,65,14,472,154,139,57550.84602,6138.172923,8724.739018,5744.079231,2220.121915,1901.284394,51.75478652,184.6656518,87.80018732,122.0818472,236.4052905,0,1847.364176,153.3359952,247.6119167,275.489526,200.2024105,175.5451284,1.656086117,11.40859325,11.59260282,5.336277486,6.256325329,8.280430582,121.4574899,741.902834,20.79308124,641.8253749,132.1188702,448.7993376,204.0666115,8132.486889,2362.49885,2545.220352,579.8141503,2644.953538,0,16,0,0,0,54,39,45,2,0,0.978645994,0.781514935,0.779762919,0.748564527,0.989708285,0.786133041,0.793781275,0.775226765,0.982248507,0.888849655,0.872226178,0.823539206,0.962195075,0.896119329,0.805023799,0.814551155
A39327,"Accountable Care Coalition of Central Georgia, LLC.",1/1/2013,0,0,,,1,0.5,0.5,,0.029646529,106323534.6,107639419.8,"-1,315,885",0,,10589,10192.16667,161.75,1787.833333,255.4166667,7987.166667,2394,4410,2838,947,6109,4480,7994,2351,78,47,9,110,80452.9857,8740.196319,13428.9269,9461.448148,3761.569666,3243.538835,225.4194135,254.4038803,68.39142231,326.1842097,674.6133855,0,3642.426379,276.0311892,360.9449937,352.5400875,448.5797917,417.2812454,6.083103037,15.60021585,9.615227381,20.11348585,18.44553824,15.79644498,171.1316397,742.0323326,87.32196295,838.4870734,296.4041012,956.7151244,343.2047487,11659.64057,5881.673835,5287.982601,479.2896506,10.6944876,0,0,0,0,0,32,78,19,2,0,0.987661603,1.167293149,1.109429102,1.187310479,1.005686751,1.148011878,1.049576887,1.173729981,0.985371103,1.119800769,1.054074631,1.15984791,0.994583511,1.067918112,0.935039402,1.165159184
A86799,"Accountable Care Coalition of Georgia, LLC.",1/1/2013,0,0,,,1,0.5,0.5,,0.029658532,86425294.53,84646536.93,"1,778,758",0,,10569,10091.16667,246.6666667,4515.833333,879.5,4449.166667,5369,3337,1314,549,6058,4511,5384,4991,25,104,5,60,63947.61028,6865.274762,7658.261733,6997.920642,2625.268469,2250.98698,52.82828972,177.7721183,154.2692966,239.9119066,318.2966185,0,2140.000489,205.0204875,381.0534652,353.8049632,305.0192413,272.3173733,1.783738253,10.20694667,20.71118305,12.98165062,15.55816143,11.49520207,141.9885551,691.7024321,34.48560622,1107.701455,201.1660363,569.6070821,214.1476869,8465.225362,420.8631311,3232.034618,522.1398253,4290.187788,0,69,0,0,0,155,68,50,1,0,0.977398588,0.986746733,0.885040358,1.026580076,0.985905012,0.998269918,0.87066218,1.033604193,0.973535151,0.998458465,0.874398946,1.052964064,0.983349942,0.999011809,0.85099147,1.077311439
A46585,"Accountable Care Coalition of Greater Athens Georgia II, LLC.",1/1/2013,0,0,,,1,0.5,0.5,,0.029684937,98178893.12,95886490.49,"2,292,403",0,,10525,10176.41667,124.9166667,2143.416667,613,7295.083333,2588,4034,2692,1211,6158,4367,8954,1456,28,20,5,62,72591.54648,8766.112265,13120.18069,8222.866256,2782.348386,2426.333539,128.7309791,95.12736903,155.2421764,433.2380134,578.0388605,0,3093.152763,250.8226096,688.0915469,352.5011701,330.9612912,304.1345595,3.832390249,5.601185748,17.39315574,16.41049158,10.51450658,17.19662291,141.5701416,714.9292149,73.50327964,875.258973,213.925989,634.4079858,255.0013512,9873.613011,3669.661063,4270.560201,873.0971118,1060.294636,0,0,1,0,0,34,52,28,1,0,0.956027305,1.079385837,1.041062023,1.10111199,0.945947845,1.100494248,1.068875225,1.118080277,0.960686234,1.077936306,1.072866487,1.134570215,0.970796429,1.052052374,1.082331742,1.123848814
A72992,"Essential Care Partners II, LLC.",1/1/2013,0,0,,,1,0.5,0.5,,0.029722144,83510098.9,82083138.29,"1,426,961",0,,10463,10076.66667,249.25,3680.666667,3023.25,3123.5,4497,3966,1579,421,5601,4862,6598,920,98,2578,10,259,61550.68999,6952.077565,7693.016299,5729.289938,2624.548086,2073.988309,189.6214458,271.525214,130.8602531,56.26703222,171.2400188,2.233302089,2170.077953,161.6344573,858.3669474,261.9000546,266.2586834,225.471386,5.855110817,15.18359246,19.55011578,9.725438306,7.343698313,7.14521998,147.3684211,676.631579,18.55772412,916.9698975,179.0274562,540.952696,216.6391002,8254.71386,321.8326166,3171.48528,287.495865,4473.900099,0,52,0,0,0,74,16,0,0,0,0.997270673,1.030554764,0.86760419,0.902411949,1.00519498,1.029897266,0.859962616,0.926364695,0.984520355,1.014706846,0.841613883,0.882961752,0.981331004,1.008630164,0.807596092,0.889717618
A48354,"NOMS ACO, LLC",1/1/2013,0,1,,1737160,0,0.5,0,,0.031504505,85738497.92,84559571.58,"1,178,926",0,,8495,8249.083333,93.83333333,1219.916667,277.75,6657.583333,1549,3441,2338,1167,4994,3501,7913,434,22,11,1,114,71147.12596,9762.915392,14048.82181,9323.442611,3216.675527,2881.02041,198.3199066,158.4317585,47.2274716,529.7159036,1102.627261,0,2687.886949,154.2257414,507.1861386,292.2348996,385.0124761,362.2220651,4.727798038,10.54662639,7.515986625,17.33525947,15.88055239,15.15319884,178.8429752,801.9834711,123.528877,887.4925497,265.968946,765.1759286,244.2695653,9745.810141,4499.409025,4110.759781,1129.580054,6.061279536,0,0,0,0,0,30,32,18,0,0,1.003904995,1.207201555,1.263044049,1.152655816,1.07401852,1.148246878,1.184194738,1.135426622,1.068648886,1.130165174,1.129096653,1.101317086,1.046253364,1.211429735,1.163639219,1.107543785
A10419,"Morehouse Choice Accountable Care Organization and Education System, Inc.",1/1/2013,0,0,,,0,0.5,0,,0.035993994,44325851.58,42404961.35,"1,920,890",0,,6003,5802.833333,171.25,2128.416667,566.3333333,2936.833333,2566,2105,1000,332,3853,2150,520,5348,36,56,3,40,61569.25187,5972.181727,5719.617939,5417.646743,2245.463473,1953.524723,142.9816323,44.49258423,129.8189557,154.4557928,306.1386659,0,1772.818194,179.5725825,337.3007801,220.3116575,278.4846483,254.5308326,3.618921791,2.584944137,17.74994974,24.12614527,12.75239107,5.169888273,162.8065395,623.9782016,25.16012293,910.7619841,215.7566706,458.5690898,185.2543298,6277.79533,2549.444237,2655.426947,483.2122239,589.7119223,0,11,0,0,0,126,213,60,18,11,0.945825853,1.010179648,0.825551832,1.033185384,0.959494614,1.01260293,0.841998389,1.022054823,1.000023599,1.030717516,0.857523241,1.057430063,0.939600712,1.009751095,0.835240418,1.059868258
A09602,"Lower Shore ACO, LLC",1/1/2013,0,1,,2031640,1,0.5,0.5,,0.029546309,145507726.5,143977158.7,"1,530,568",0,,10756,10372.16667,141.5,969,594.4166667,8667.25,1383,4596,3178,1599,6128,4628,8958,1594,61,12,7,124,98736.98171,14868.56849,19720.82202,11984.86805,5628.837583,4965.548562,72.98922722,588.8850379,32.055273,318.5729221,1428.792604,3.111939321,3343.94274,295.4682901,618.2100547,344.0939713,404.3513891,367.3292305,2.988768017,31.1410345,2.699532402,18.70390307,8.580656565,15.61872319,175.1713633,802.4879411,150.4025196,864.42884,313.5314062,850.931178,278.6303087,11911.39749,4958.944611,5433.194607,1474.330339,44.92793213,0,0,0,0,0,21,1,6,0,0,1.031556053,1.271301982,1.273363579,1.14707053,1.024536267,1.306811937,1.319546785,1.122095818,1.07140377,1.269209597,1.258000568,1.113381924,1.119195476,1.254807014,1.222106029,1.111967943
A25914,"Integral Healthcare, LLC",1/1/2013,0,0,,,1,0.5,0.5,,0.036135135,60747626.02,53187545.08,"7,560,081",3704439.664,,5954,5779.5,33,848.5,213.25,4684.75,1081,2487,1621,765,3318,2636,5516,260,19,79,3,77,59997.94835,8546.143686,10130.1293,8921.705489,2839.367841,2269.011256,49.52330633,466.0378303,69.85501237,178.8121803,280.9452608,0,4069.409236,85.79719211,684.2388237,264.9111084,326.3258067,288.0872048,0.692101393,25.60775154,11.93874903,10.72757159,14.7071546,6.574963232,141.4606096,723.4042553,29.24128385,630.3313435,235.8335496,658.1884246,355.7401159,10957.34925,3352.885198,6322.173198,636.7332814,645.5575742,0,0,2,0,0,63,61,34,1,0,1.063683287,1.28733833,1.308342928,1.335386826,1.009055441,1.308821764,1.212184585,1.325158901,1.010553293,1.291155157,1.24652278,1.323136143,1.026034272,1.225288007,1.132015395,1.300982494
A14086,"Yuma Accountable Care Organization, LLC",1/1/2013,0,0,,,1,0.5,0.5,,0.038660661,44934917,46656814.59,"-1,721,898",0,,5113,4985.583333,28.5,313.3333333,117.25,4526.5,508,2525,1667,413,2714,2399,4706,51,14,249,13,80,65885.18873,8652.981233,10658.67204,9017.583113,3230.4282,2649.120907,31.6246629,556.9226377,17.96090602,203.7687816,206.4330188,0,3445.069096,112.2247894,327.1690042,257.9211655,262.5043868,226.608065,0.601614332,33.69040258,1.604304885,9.024214977,11.23013419,14.63928207,110.7465135,806.3986875,23.06188272,550.0760374,181.4869901,748.4082288,311.0346095,10518.02336,4536.3726,4713.848828,1229.09808,38.70385535,0,0,0,0,0,14,85,6,0,0,0.999812846,1.157418089,1.007492449,1.027738356,1.010698926,1.140885631,1.008995905,1.055348263,1.007356008,1.096908359,0.952347575,1.039079532,1.110833157,1.095630697,0.950992379,1.013833095
A02472,"American Health Network of Ohio Care Organization, LLC",1/1/2013,0,1,,1625740,1,0.5,0.5,,0.031936937,93651883.83,94555952.1,"-904,068",0,,8063,7721.583333,77.33333333,1281.833333,390.1666667,5972.25,1641,3001,2112,1309,4663,3400,7224,619,94,2,0,124,108909.0356,11074.42667,14956.91706,11068.25629,4168.002607,3702.356646,356.6463322,109.0287492,136.2530592,652.9372259,1924.926857,0,3031.641028,282.9365397,689.0525632,331.5750404,417.6604539,390.8524806,8.547469755,5.957327405,12.30317616,13.3392331,13.72775446,12.5621904,180.349489,779.096604,171.0789022,889.454883,316.2563809,801.6490573,234.2783756,10089.64051,5858.642981,3329.887005,888.1598118,12.95071175,0,0,0,0,0,49,14,20,0,0,1.00013369,1.138941006,1.066026451,1.045970104,1.062438835,1.151550837,1.048447698,1.053972336,1.050615488,1.175078739,1.086645078,1.062887856,1.244836784,1.217322713,1.130771089,1.08017342
A07870,"ProCare Med, LLC",1/1/2013,0,0,,,1,0.5,0.5,,0.02410427,280813990.5,273058705,"7,755,286",3800089.897,,28957,28207.08333,87.75,1944.666667,627.6666667,25547,3037,13605,8877,3438,15861,13096,27515,650,88,266,22,416,86794.1241,9858.70905,13233.64144,9314.765027,2448.837185,2267.572137,39.4090877,109.5581293,55.63715748,199.9164039,674.0470406,0,4636.699514,82.32908215,596.1690503,293.5912356,279.7524263,264.9334535,0.8863022,6.523184188,7.409486388,10.45836595,8.047623972,8.260336499,137.0935634,802.123424,66.22450035,520.3302953,194.9155797,799.480036,338.7447007,11588.75578,4968.361966,6029.513863,571.5585624,19.32138795,0,0,0,0,0,100,56,28,0,0,1.089984625,1.179309389,1.068141473,1.05310571,1.127103693,1.103285517,1.106764991,1.069963561,1.106233008,1.107211258,1.054134596,1.051463004,1.059699741,1.126590233,1.069031954,1.056716872
A43641,"National ACO, LLC",1/1/2013,0,1,,1260160,1,0.5,0.5,,0.037477478,111311069.8,105120150.4,"6,190,919",3033550.516,,5507,5327.583333,85.83333333,763.75,1433,3045,936,2012,1556,1003,3158,2349,3480,927,612,213,6,269,122451.9138,19355.70239,21553.37429,16072.5095,7510.895163,5547.626525,1376.872384,318.4399398,564.3402153,481.2805896,3065.33369,0,5763.709801,407.2647851,1988.466324,342.6390713,583.3789554,496.097355,35.85115202,14.6407846,36.78966386,16.70551063,19.1456414,11.63754673,185.7846587,753.3427164,204.0324725,919.553894,469.6313213,864.1816959,402.433874,13254.97802,5851.245875,6952.120255,443.1652876,8.446606498,0,0,0,0,0,36,14,4,1,0,1.145638999,1.448584256,1.198907758,1.289787617,1.180475271,1.576161691,1.269471522,1.354846327,1.252162493,1.542243494,1.30030033,1.338649586,1.232964444,1.519604264,1.25173063,1.337377905
A51491,Billings Clinic,1/1/2013,0,0,,,1,0.5,0.5,,0.028518304,99092721.67,100371829.9,"-1,279,108",0,,12469,12084.91667,66,1257,384.25,10377.66667,1753,5544,3533,1639,7050,5419,11986,26,15,35,248,159,69599.14132,9454.292671,9576.517785,7729.527868,2755.275244,2615.871765,72.36011664,45.24455254,22.81277313,197.4349089,506.8035496,4.607270817,1841.1738,72.6763922,134.8804165,309.2958061,268.7647826,262.641447,2.068694447,2.399685558,1.323964446,8.605768899,7.281804453,11.75018446,119.7296427,767.299646,59.99213896,619.3671174,147.6220357,639.4748274,228.0528758,7854.998311,2876.230011,3080.120536,1879.03654,19.61122336,0,0,0,0,0,73,277,39,3,0,0.936214829,1.085970782,1.082144422,0.953029369,0.951953602,1.063058687,1.009950734,0.967154686,0.953285278,1.053756002,1.02997643,0.972433712,1.003966472,1.063139627,1.048867086,0.969942081
A05696,"KCMPA-ACO, LLC",1/1/2013,0,1,,2394520,1,0.5,0.5,,0.02855191,103488911,102580846.2,"908,065",0,,12413,12083.75,56.25,1270.833333,157.8333333,10598.83333,1770,5669,3441,1533,7113,5300,11608,530,55,58,15,147,73567.59064,9060.975236,12376.55753,8017.320757,2704.470332,2369.177037,132.0544834,197.1134012,52.1229595,402.4750987,503.2509365,0,2758.477107,75.45415907,426.662063,249.3644969,306.4446054,281.4523637,4.137788352,12.74438813,8.11006517,11.83407469,8.854867074,11.75131892,144.4921316,760.8011445,54.45329471,595.013965,211.4409848,663.4529844,246.4466743,8815.392573,4523.512982,3596.48288,677.9352436,17.46146685,0,0,0,0,0,58,12,19,0,0,0.972976451,1.096568471,1.041366817,0.95897937,0.991012787,1.110678998,1.00323972,0.964784184,0.982812886,1.093069637,0.975941929,0.963915631,1.008470775,1.102879814,1.007101951,0.963293363
A54437,Integrated ACO LLC,1/1/2013,0,1,,1540240,1,0.5,0.5,,0.034214214,81369738.46,77801857.56,"3,567,881",1748261.643,,6892,6667.916667,55.75,752.4166667,750.3333333,5109.416667,957,2587,2306,1042,4014,2878,5944,301,36,490,12,109,84346.57973,10968.51678,14873.21417,10507.4172,4075.592843,2819.042293,285.4573643,867.42001,143.3819771,657.0761941,1327.237115,3.777937132,2885.755728,202.1304074,1234.860069,299.6564732,385.2777604,315.690808,9.748172218,49.19077673,10.6480035,16.19696307,15.44710367,12.8975817,160.3019538,693.1616341,97.78166594,750.0093732,257.6516903,597.1880272,205.7614197,10870.86171,5273.76117,4621.233519,543.648066,432.218959,0,0,1,0,0,28,3,5,1,1,1.056342559,1.185711039,1.048711573,1.088233695,1.025397097,1.223949243,1.054962128,1.098201708,0.961150565,1.121685158,1.026240508,1.092580413,1.070106176,1.201361377,1.071835373,1.138874476
A00934,HHC ACO Inc,1/1/2013,0,0,,,1,0.5,0.5,,0.028578316,107675573.8,100247479.8,"7,428,094",3639766.071,,12369,11972.75,271,3516,4124,4061.75,4175,4746,2531,917,7394,4975,3617,5323,632,1933,43,821,70649.2184,7594.461233,6905.407681,6381.858716,3690.751873,2784.848235,54.26803985,159.4688159,704.0607064,105.6829426,220.579833,0,1442.132302,170.886417,412.9626874,180.4364354,384.7069387,335.1777996,1.837506003,8.352300015,39.33933307,15.20118603,21.46541104,8.185254014,177.7392167,654.685176,17.12221503,1007.203859,305.6106575,292.8316385,90.28836316,7464.617569,2972.082437,4241.548516,238.3746424,12.61197302,0,0,0,8,0,240,1614,6,1,0,1.015492402,1.042397352,0.833632256,1.082695253,1.035309062,1.003277672,0.872095655,1.092646446,0.962634256,1.051917025,0.863702532,1.082820616,0.953849206,0.997891043,0.864057833,1.094689828
A22020,Bon Secours Good Helpcare LLC,1/1/2013,0,0,,,1,0.5,0.5,,0.02,553679911.6,561373874.6,"-7,693,963",0,,63154,61122.25,583.6666667,9023,2463.833333,49051.75,12016,27556,16518,7064,36772,26382,51853,9719,429,203,27,923,66476.43173,8578.270182,13237.96419,8410.626083,2882.71105,2567.922951,67.31087992,195.6885681,74.27796286,255.876282,702.0218226,0,2836.258598,171.1965838,415.7642934,292.9230801,297.6166617,274.4336146,2.274130943,11.09252359,9.816392558,12.00872023,7.378655072,8.654786105,143.3537591,756.0098987,63.03760087,726.282164,214.128243,614.1462397,243.511978,9804.367477,4047.674947,4969.008831,775.4132088,12.2704907,0,0,0,0,0,504,983,213,5,1,0.988372945,1.029855287,1.036341782,0.994730106,0.985360487,1.035220279,1.041610135,1.003406245,0.97347326,1.047148222,1.071317069,1.004702519,0.967440548,1.065783745,1.057927477,1.005843598
